Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.74494865,0.294461300014518,15.768255972,10.97,4.307,9.470065,78.560188
736259.74497179,0.294484440004453,15.66960137,11.07,4.307,9.47005,78.5602
736259.74499494,0.294507590006106,15.468533791,11.07,4.307,9.470028,78.560208
736259.74501808,0.29453072999604,15.260708757,11.17,4.307,9.469993,78.56023
736259.74504123,0.294553879997693,15.148738151,11.17,4.307,9.46997,78.56024
736259.74506437,0.294577019987628,14.93457109,11.2,4.307,9.469938,78.560253
736259.74508752,0.29460016998928,14.810609066,11.17,4.307,9.469897,78.56027
736259.74511067,0.294623319990933,14.886601161,11.27,4.308,9.46987,78.560283
736259.74513381,0.294646459980868,14.946072889,11.23,4.309,9.469847,78.560297
736259.74515696,0.29466960998252,15.049095309,11.27,4.309,9.46982,78.56031
736259.7451801,0.294692749972455,15.017572355,11.2,4.309,9.4698,78.56032
736259.74520325,0.294715899974108,14.997223594,11.33,4.309,9.469768,78.56033
736259.7452264,0.29473904997576,15.094764602,11.4,4.309,9.46973,78.56035
736259.74524954,0.294762189965695,15.204705156,11.2,4.308,9.46971,78.560363
736259.74527269,0.294785339967348,15.256052632,11.07,4.308,9.46969,78.560373
736259.74529583,0.294808479957283,15.366811431,11.1,4.308,9.469673,78.56039
736259.74531898,0.294831629958935,15.361587157,11.13,4.308,9.469667,78.560403
736259.74534212,0.29485476994887,15.264631197,11,4.308,9.469653,78.560417
736259.74536527,0.294877919950522,15.127719603,11,4.308,9.469645,78.560425
736259.74538842,0.294901069952175,14.998636941,11.23,4.308,9.469628,78.560438
736259.74541156,0.294924210058525,15.018830908,11.27,4.309,9.4696,78.560457
736259.74543471,0.294947360060178,15.099215435,11.13,4.311,9.46959,78.560467
736259.74545785,0.294970500050113,15.160352308,11.2,4.311,9.469583,78.56048
736259.745481,0.294993650051765,15.22503721,11.2,4.312,9.469575,78.56049
736259.74550415,0.295016800053418,15.225142672,11.1,4.321,9.469553,78.5605
736259.74552729,0.295039940043353,15.334475226,11.17,4.331,9.469535,78.560515
736259.74555044,0.295063090045005,15.490418582,11.13,4.333,9.469525,78.560525
736259.74557358,0.29508623003494,15.595542325,11.17,4.335,9.46952,78.560537
736259.74559673,0.295109380036592,15.804321626,11.2,4.334,9.469495,78.56055
736259.74561987,0.295132520026527,15.962670387,11.23,4.321,9.469465,78.560565
736259.74564302,0.29515567002818,15.977164205,11.2,4.31,9.46945,78.56058
736259.74566617,0.295178820029832,15.975642062,11.27,4.308,9.469423,78.560595
736259.74568931,0.295201960019767,15.967069327,11.27,4.307,9.469403,78.56061
736259.74571246,0.29522511002142,15.929405027,11.23,4.306,9.469393,78.56063
736259.7457356,0.295248250011355,16.123233911,11.27,4.307,9.46938,78.560643
736259.74575875,0.295271400013007,16.1657969,11.23,4.307,9.46936,78.56066
736259.7457819,0.29529455001466,16.258818841,11.23,4.307,9.46934,78.560673
736259.74580504,0.295317690004595,16.181190739,11.33,4.308,9.469325,78.560685
736259.74582819,0.295340840006247,16.003633842,11.27,4.309,9.469305,78.560698
736259.74585133,0.295363979996182,16.047798882,11.2,4.308,9.46928,78.56072
736259.74587448,0.295387129997835,16.134994644,11.17,4.308,9.46926,78.560733
736259.74589762,0.295410269987769,16.212642651,11.27,4.307,9.469247,78.560743
736259.74592077,0.295433419989422,16.329325454,11.27,4.308,9.469235,78.560755
736259.74594392,0.295456569991075,16.497221752,11.2,4.308,9.469208,78.560768
736259.74596706,0.295479709981009,16.583956112,11.2,4.308,9.469167,78.560787
736259.74599021,0.295502859982662,16.859143751,11.23,4.308,9.46914,78.5608
736259.74601335,0.295525999972597,17.06464125,11.27,4.308,9.469127,78.560817
736259.7460365,0.295549149974249,17.464582707,11.43,4.308,9.469107,78.56083
736259.74605965,0.295572299975902,17.842313685,11.4,4.308,9.46907,78.560843
736259.74608279,0.295595439965837,17.999146234,11.33,4.308,9.469037,78.56086
736259.74610594,0.295618589967489,18.06638229,11.33,4.31,9.469003,78.560873
736259.74612908,0.295641729957424,18.056826415,11.37,4.312,9.468977,78.56089
736259.74615223,0.295664879959077,18.03382662,11.6,4.312,9.46896,78.5609
736259.74617537,0.295688019949012,17.874838133,11.4,4.315,9.468933,78.56091
736259.74619852,0.295711169950664,17.56154068,11.2,4.316,9.468877,78.560923
736259.74622167,0.295734319952317,17.076587601,11.27,4.314,9.468827,78.56094
736259.74624481,0.295757460058667,16.740854066,11.17,4.313,9.4688,78.56096
736259.74626796,0.295780610060319,16.294691862,11.2,4.313,9.468767,78.560973
736259.7462911,0.295803750050254,15.95251987,11.23,4.311,9.468737,78.560987
736259.74631425,0.295826900051907,15.733799319,11.37,4.31,9.468707,78.561
736259.7463374,0.295850050053559,15.432204235,11.5,4.31,9.46867,78.56102
736259.74636054,0.295873190043494,15.344987825,11.47,4.31,9.46864,78.56104
736259.74638369,0.295896340045147,15.142802161,11.33,4.31,9.468625,78.56105
736259.74640683,0.295919480035082,15.094547618,11.23,4.31,9.468607,78.561057
736259.74642998,0.295942630036734,14.953589053,11.13,4.31,9.468565,78.561073
736259.74645312,0.295965770026669,14.905380577,11.23,4.311,9.46852,78.56109
736259.74647627,0.295988920028321,14.788045423,11.23,4.318,9.46849,78.561103
736259.74649942,0.296012070029974,14.792035255,11.3,4.324,9.46847,78.561117
736259.74652256,0.296035210019909,14.635943982,11.3,4.324,9.46845,78.56113
736259.74654571,0.296058360021561,14.4060083,11.37,4.324,9.468423,78.561143
736259.74656885,0.296081500011496,14.448793136,11.3,4.323,9.468407,78.561157
736259.746592,0.296104650013149,14.227298248,11.03,4.321,9.468383,78.56117
736259.74661515,0.296127800014801,14.161654357,11.33,4.32,9.468357,78.561183
736259.74663829,0.296150940004736,13.894457639,11.33,4.32,9.46833,78.5612
736259.74666144,0.296174090006389,13.788522103,11.4,4.32,9.468317,78.561213
736259.74668458,0.296197229996324,13.703215783,11.4,4.321,9.468297,78.561223
736259.74670773,0.296220379997976,13.511569113,11.57,4.325,9.46828,78.561233
736259.74673087,0.296243519987911,13.35462143,11.6,4.327,9.46826,78.56125
736259.74675402,0.296266669989564,13.347002986,11.6,4.325,9.46824,78.561267
736259.74677717,0.296289819991216,13.551839395,11.3,4.324,9.46822,78.561277
736259.74680031,0.296312959981151,13.68524877,11.37,4.323,9.468207,78.56129
736259.74682346,0.296336109982803,14.124165787,11.37,4.321,9.468193,78.561303
736259.7468466,0.296359249972738,14.684449654,11.13,4.321,9.468177,78.561317
736259.74686975,0.296382399974391,15.402324097,11.37,4.321,9.46816,78.56133
736259.7468929,0.296405549976043,16.238558619,11.37,4.318,9.46814,78.561343
736259.74691604,0.296428689965978,16.94371273,11.23,4.316,9.46813,78.56135
736259.74693919,0.296451839967631,17.738521262,11.37,4.315,9.46811,78.56136
736259.74696233,0.296474979957566,18.359820266,11.3,4.317,9.468087,78.56138
736259.74698548,0.296498129959218,18.914741805,11.33,4.319,9.468063,78.561397
736259.74700862,0.296521269949153,19.103833903,11.13,4.316,9.46803,78.561407
736259.74703177,0.296544419950806,19.2590799,11.3,4.315,9.467993,78.561423
736259.74705492,0.296567569952458,19.093732937,11.1,4.315,9.46796,78.561443
736259.74707806,0.296590710058808,18.64276978,11.17,4.316,9.467947,78.561453
736259.74710121,0.296613860060461,18.081986564,11,4.316,9.467923,78.56147
736259.74712435,0.296637000050396,17.285491269,11.2,4.315,9.467907,78.561483
736259.7471475,0.296660150052048,16.536084571,11.4,4.314,9.46789,78.561493
736259.74717065,0.296683300053701,15.694541798,11.17,4.313,9.467863,78.561503
736259.74719379,0.296706440043636,15.001629197,11.4,4.315,9.467843,78.561517
736259.74721694,0.296729590045288,14.194882988,11.3,4.317,9.46782,78.56153
736259.74724008,0.296752730035223,13.3911351497,11.27,4.314,9.467803,78.561543
736259.74726323,0.296775880036876,12.6344479105,11.5,4.31,9.4678,78.561553
736259.74728637,0.29679902002681,12.0702720795,11.33,4.31,9.46782,78.56156
736259.74730952,0.296822170028463,11.6574421015,11.4,4.31,9.46783,78.561567
736259.74733267,0.296845320030116,11.3127831985,11.07,4.309,9.467823,78.561577
736259.74735581,0.29686846002005,11.1015091735,11.07,4.312,9.467817,78.56159
736259.74737896,0.296891610021703,10.9988976545,11.07,4.314,9.467807,78.561603
736259.7474021,0.296914750011638,11.0177381365,11.2,4.313,9.46775,78.561603
736259.74742525,0.29693790001329,11.0156195725,11.33,4.311,9.46766,78.5616
736259.7474484,0.296961050014943,11.2713454145,11.47,4.31,9.467657,78.56162
736259.74747154,0.296984190004878,11.7530897568,11.27,4.31,9.467665,78.56163
736259.74749469,0.29700734000653,12.192028948,11.13,4.31,9.46766,78.56164
736259.74751783,0.297030479996465,12.61281083,11.4,4.31,9.467638,78.56166
736259.74754098,0.297053629998118,12.911646586,11.33,4.309,9.46763,78.561675
736259.74756412,0.297076769988053,13.20267287,11.37,4.311,9.467625,78.561688
736259.74758727,0.297099919989705,13.446751036,11.27,4.312,9.467603,78.56171
736259.74761042,0.297123069991358,13.667951168,11.2,4.312,9.46764,78.561723
736259.74763356,0.297146209981292,13.774512835,11.13,4.312,9.46764,78.561733
736259.74765671,0.297169359982945,13.857483921,11.17,4.318,9.467603,78.561747
736259.74767985,0.29719249997288,13.804278785,11.37,4.323,9.46759,78.561755
736259.747703,0.297215649974532,13.604105061,11.07,4.326,9.46757,78.56177
736259.74772615,0.297238799976185,13.516104293,11.03,4.333,9.46752,78.56179
736259.74774929,0.29726193996612,13.239574333,11.23,4.342,9.46749,78.561805
736259.74777244,0.297285089967772,13.075191928,11.37,4.344,9.467458,78.561813
736259.74779558,0.297308229957707,12.938252509,11.33,4.342,9.46742,78.56183
736259.74781873,0.29733137995936,12.845352156,11.07,4.343,9.467395,78.561845
736259.74784187,0.297354519949295,12.78299341,11.27,4.345,9.46737,78.56186
736259.74786502,0.297377669950947,12.806935155,11.17,4.342,9.46733,78.561877
736259.74788817,0.2974008199526,13.115799989,11.23,4.338,9.4673,78.56189
736259.74791131,0.29742396005895,13.618368071,11.27,4.331,9.46727,78.561903
736259.74793446,0.297447110060602,14.155824149,11.47,4.328,9.467233,78.561917
736259.7479576,0.297470250050537,14.629821991,11.4,4.336,9.46721,78.56193
736259.74798075,0.29749340005219,15.415605809,11.17,4.348,9.467187,78.561943
736259.7480039,0.297516550053842,16.178903906,11.27,4.353,9.467147,78.561953
736259.74802704,0.297539690043777,16.932543727,11.23,4.348,9.467123,78.561967
736259.74805019,0.29756284004543,17.617004279,11.13,4.342,9.467105,78.561975
736259.74807333,0.297585980035365,18.27550319,11.23,4.357,9.467083,78.561988
736259.74809648,0.297609130037017,18.817112151,11.3,4.36,9.46705,78.562003
736259.74811962,0.297632270026952,19.165517369,11.3,4.345,9.467027,78.562017
736259.74814277,0.297655420028605,19.185447482,11.33,4.346,9.46698,78.562027
736259.74816592,0.297678570030257,19.186586723,11.2,4.36,9.466943,78.56204
736259.74818906,0.297701710020192,19.179164315,11.27,4.374,9.466927,78.562057
736259.74821221,0.297724860021845,18.865591226,11.37,4.378,9.466907,78.562067
736259.74823535,0.297748000011779,18.491747831,11.3,4.377,9.46687,78.56208
736259.7482585,0.297771150013432,17.994179444,11.33,4.373,9.466833,78.562093
736259.74828165,0.297794300015084,17.669775199,11.1,4.36,9.466815,78.562105
736259.74830479,0.297817440005019,17.42296993,11.1,4.352,9.466793,78.56212
736259.74832794,0.297840590006672,17.151824289,11.13,4.354,9.466775,78.562135
736259.74835108,0.297863729996607,17.015391446,11.23,4.356,9.46674,78.56215
736259.74837423,0.297886879998259,17.144648342,11.13,4.358,9.46669,78.562163
736259.74839737,0.297910019988194,17.233479478,11.17,4.362,9.46666,78.56217
736259.74842052,0.297933169989847,17.280725892,11.27,4.365,9.46663,78.56218
736259.74844367,0.297956319991499,17.422985884,11.2,4.367,9.466585,78.5622
736259.74846681,0.297979459981434,17.527696209,11.23,4.368,9.466537,78.562217
736259.74848996,0.298002609983087,17.54303242,11.17,4.367,9.46651,78.562227
736259.7485131,0.298025749973021,17.505353014,11.2,4.365,9.46649,78.56224
736259.74853625,0.298048899974674,17.302972161,11.23,4.366,9.466463,78.562253
736259.7485594,0.298072049976327,17.131555401,11.23,4.371,9.46644,78.56227
736259.74858254,0.298095189966261,16.743384024,11.33,4.375,9.466407,78.562283
736259.74860569,0.298118339967914,16.076816695,11.17,4.374,9.466363,78.5623
736259.74862883,0.298141479957849,15.463087097,11.07,4.368,9.46634,78.562313
736259.74865198,0.298164629959501,15.0030629,11.13,4.363,9.466313,78.56233
736259.74867512,0.298187769949436,14.330023653,11.6,4.373,9.466295,78.56234
736259.74869827,0.298210919951089,13.830285982,11.23,4.386,9.466275,78.562355
736259.74872142,0.298234069952741,13.453008071,11.2,4.39,9.466247,78.562373
736259.74874456,0.298257210059091,13.011637078,11.3,4.389,9.466213,78.562387
736259.74876771,0.298280360060744,12.623139646,11.4,4.387,9.46617,78.5624
736259.74879085,0.298303500050679,12.289505071,11.47,4.385,9.46613,78.56242
736259.748814,0.298326650052331,12.12218,11.33,4.384,9.466093,78.562433
736259.74883715,0.298349800053984,12.071615887,11.33,4.384,9.466067,78.562443
736259.74886029,0.298372940043919,12.089596585,11.37,4.388,9.466037,78.56246
736259.74888344,0.298396090045571,11.935378097,11.23,4.389,9.466,78.562477
736259.74890658,0.298419230035506,12.057266167,11.43,4.378,9.465973,78.56249
736259.74892973,0.298442380037159,12.10994287,11.3,4.367,9.46597,78.562505
736259.74895287,0.298465520027094,12.232396055,11.4,4.363,9.465963,78.562523
736259.74897602,0.298488670028746,12.488578175,11.33,4.36,9.465947,78.56254
736259.74899917,0.298511820030399,12.677791061,11.3,4.36,9.465937,78.562553
736259.74902231,0.298534960020334,12.876171448,11.3,4.363,9.465917,78.562567
736259.74904546,0.298558110021986,12.942011012,11.37,4.36,9.46589,78.56258
736259.7490686,0.298581250011921,13.093977075,11.33,4.357,9.465875,78.562595
736259.74909175,0.298604400013573,13.155499142,11.33,4.356,9.46585,78.562608
736259.7491149,0.298627550015226,13.306353211,11.23,4.357,9.46582,78.56263
736259.74913804,0.298650690005161,13.455134386,11.2,4.357,9.4658,78.562643
736259.74916119,0.298673840006813,13.579233203,11.23,4.359,9.465773,78.562657
736259.74918433,0.298696979996748,13.730001559,11.37,4.362,9.465727,78.562667
736259.74920748,0.298720129998401,13.807335184,11.3,4.364,9.465705,78.562675
736259.74923062,0.298743269988336,13.833715822,11.23,4.368,9.465688,78.562695
736259.74925377,0.298766419989988,13.821261918,11.23,4.368,9.46566,78.562713
736259.74927692,0.298789569991641,13.856684449,11.2,4.363,9.46564,78.56273
736259.74930006,0.298812709981576,13.795569164,11.2,4.364,9.465613,78.562743
736259.74932321,0.298835859983228,13.879900793,11.33,4.368,9.465587,78.562757
736259.74934635,0.298858999973163,13.942228769,11.5,4.371,9.465573,78.56277
736259.7493695,0.298882149974816,14.050956458,11.27,4.373,9.465553,78.56279
736259.74939265,0.298905299976468,14.094966115,11.4,4.377,9.465517,78.562803
736259.74941579,0.298928439966403,14.131706785,11.37,4.387,9.46549,78.562815
736259.74943894,0.298951589968055,14.098806363,11.33,4.39,9.465463,78.56283
736259.74946208,0.29897472995799,14.251250552,11.47,4.379,9.465445,78.562845
736259.74948523,0.298997879959643,14.484304648,11.47,4.364,9.465425,78.562858
736259.74950837,0.299021019949578,14.836653293,11.43,4.351,9.46539,78.562877
736259.74953152,0.29904416995123,15.159174497,11.57,4.347,9.465363,78.562887
736259.74955467,0.299067319952883,15.538391741,11.43,4.346,9.465357,78.5629
736259.74957781,0.299090460059233,16.082112587,11.27,4.347,9.46534,78.562917
736259.74960096,0.299113610060886,16.703719644,11.33,4.345,9.46532,78.56293
736259.7496241,0.29913675005082,17.283139583,11.5,4.344,9.465307,78.562943
736259.74964725,0.299159900052473,17.827610719,11.47,4.344,9.46529,78.56296
736259.7496704,0.299183050054125,18.384878662,11.43,4.344,9.465267,78.56297
736259.74969354,0.29920619004406,18.89328952,11.37,4.345,9.46526,78.562973
736259.74971669,0.299229340045713,19.37732179,11.47,4.35,9.465245,78.562985
736259.74973983,0.299252480035648,19.670700106,11.33,4.354,9.465218,78.563005
736259.74976298,0.2992756300373,20.070989035,11.33,4.357,9.465195,78.56302
736259.74978612,0.299298770027235,20.281837386,11.4,4.358,9.465173,78.563028
736259.74980927,0.299321920028888,20.249601217,11.4,4.355,9.465127,78.56305
736259.74983242,0.29934507003054,20.046064426,11.5,4.357,9.4651,78.56307
736259.74985556,0.299368210020475,19.936882309,11.47,4.36,9.465077,78.563087
736259.74987871,0.299391360022128,19.778193749,11.47,4.362,9.465053,78.563093
736259.74990185,0.299414500012062,19.592851816,11.4,4.366,9.46502,78.563103
736259.749925,0.299437650013715,19.406802568,11.37,4.366,9.465,78.56312
736259.74994815,0.299460800015368,19.149007994,11.43,4.365,9.46497,78.56314
736259.74997129,0.299483940005302,18.895817457,11.3,4.361,9.464937,78.563153
736259.74999444,0.299507090006955,18.50135266,11.43,4.355,9.46491,78.563163
736259.75001758,0.29953022999689,18.194092185,11.4,4.352,9.464897,78.563173
736259.75004073,0.299553379998542,17.924187463,11.37,4.35,9.464873,78.563187
736259.75006387,0.299576519988477,17.634438045,11.37,4.353,9.46485,78.5632
736259.75008702,0.29959966999013,17.477751372,11.33,4.359,9.46484,78.56322
736259.75011017,0.299622819991782,17.282070695,11.4,4.363,9.464837,78.563237
736259.75013331,0.299645959981717,17.02646874,11.4,4.364,9.46482,78.56325
736259.75015646,0.29966910998337,16.799224057,11.43,4.365,9.464783,78.56327
736259.7501796,0.299692249973305,16.545237339,11.7,4.369,9.464747,78.563283
736259.75020275,0.299715399974957,16.326449316,11.43,4.373,9.464717,78.563293
736259.7502259,0.29973854997661,16.18172318,11.6,4.375,9.4647,78.563307
736259.75024904,0.299761689966545,16.081825128,11.57,4.376,9.464683,78.563317
736259.75027219,0.299784839968197,16.020952966,11.5,4.377,9.464647,78.56333
736259.75029533,0.299807979958132,16.174454194,11.5,4.379,9.464617,78.563343
736259.75031848,0.299831129959784,16.080734109,11.33,4.381,9.464607,78.56336
